timestamp,model_name,serving_pool,desired_replicas,ready_replicas,max_batch_size,concurrency_limit,queued_requests,kv_cache_used_gb,health_state
2026-04-08T19:30:00Z,chat-mid-34b,serving,3,3,12,72,9,65.8,normal
2026-04-08T19:30:00Z,code-assist-15b,shared,2,2,14,56,7,34.5,normal
2026-04-08T19:30:00Z,vision-chat-12b,serving,2,2,8,32,20,49.8,normal
2026-04-08T19:30:00Z,embed-small,shared,2,2,64,256,8,7.9,normal
2026-04-08T19:30:00Z,reranker-3b,shared,1,1,48,96,17,2.07,normal
2026-04-08T19:30:00Z,batch-summarizer-7b,training,1,1,24,48,8,7.03,normal
2026-04-08T19:45:00Z,chat-small-8b,shared,2,2,16,64,14,7.7,normal
2026-04-08T19:45:00Z,chat-mid-34b,serving,3,3,12,72,15,74.05,normal
2026-04-08T19:45:00Z,code-assist-15b,shared,2,2,14,56,11,26.54,normal
2026-04-08T19:45:00Z,vision-chat-12b,serving,2,2,8,32,11,41.4,normal
2026-04-08T19:45:00Z,embed-small,shared,2,2,64,256,7,5.74,normal
2026-04-08T19:45:00Z,reranker-3b,shared,1,1,48,96,11,4.88,normal
2026-04-08T19:45:00Z,batch-summarizer-7b,training,1,1,24,48,14,10.06,normal
2026-04-08T20:00:00Z,chat-small-8b,shared,2,2,16,64,6,13.74,normal
2026-04-08T20:00:00Z,chat-mid-34b,serving,3,3,12,72,12,76.18,normal
2026-04-08T20:00:00Z,code-assist-15b,shared,2,2,14,56,8,26.14,normal
2026-04-08T20:00:00Z,vision-chat-12b,serving,2,2,8,32,12,24.54,normal
2026-04-08T20:00:00Z,embed-small,shared,2,2,64,256,18,8.13,normal
2026-04-08T20:00:00Z,reranker-3b,shared,1,1,48,96,13,5.35,normal
2026-04-08T20:00:00Z,batch-summarizer-7b,training,1,1,24,48,8,11.42,normal
2026-04-08T20:15:00Z,chat-small-8b,shared,2,2,16,64,7,13.03,normal
2026-04-08T20:15:00Z,chat-mid-34b,serving,3,3,12,72,14,50.97,normal
2026-04-08T20:15:00Z,code-assist-15b,shared,2,2,14,56,5,31.58,normal
2026-04-08T20:15:00Z,vision-chat-12b,serving,2,2,8,32,8,63.05,normal
2026-04-08T20:15:00Z,embed-small,shared,2,2,64,256,20,9.94,normal
2026-04-08T20:15:00Z,reranker-3b,shared,1,1,48,96,8,3.86,normal
2026-04-08T20:15:00Z,batch-summarizer-7b,training,1,1,24,48,4,8.77,normal
2026-04-08T20:30:00Z,chat-small-8b,shared,2,2,16,64,9,12.07,normal
2026-04-08T20:30:00Z,chat-mid-34b,serving,3,3,12,72,9,101.3,normal
2026-04-08T20:30:00Z,code-assist-15b,shared,2,2,14,56,6,17.69,normal
2026-04-08T20:30:00Z,vision-chat-12b,serving,2,2,8,32,8,45.97,normal
2026-04-08T20:30:00Z,embed-small,shared,2,2,64,256,7,7.08,normal
2026-04-08T20:30:00Z,reranker-3b,shared,1,1,48,96,9,4.44,normal
2026-04-08T20:30:00Z,batch-summarizer-7b,training,1,1,24,48,13,9.32,normal
2026-04-08T20:45:00Z,chat-small-8b,shared,2,2,16,64,10,7.64,normal
2026-04-08T20:45:00Z,chat-mid-34b,serving,3,3,12,72,6,51.05,normal
2026-04-08T20:45:00Z,code-assist-15b,shared,2,2,14,56,13,20.03,normal
2026-04-08T20:45:00Z,vision-chat-12b,serving,2,2,8,32,7,38.54,normal
2026-04-08T20:45:00Z,embed-small,shared,2,2,64,256,3,9.34,normal
2026-04-08T20:45:00Z,reranker-3b,shared,1,1,48,96,6,2.59,normal
2026-04-08T20:45:00Z,batch-summarizer-7b,training,1,1,24,48,10,5.56,normal
2026-04-08T21:00:00Z,chat-small-8b,shared,2,2,16,64,8,13.04,normal
2026-04-08T21:00:00Z,chat-mid-34b,serving,3,3,12,72,7,73.93,normal
2026-04-08T21:00:00Z,code-assist-15b,shared,2,2,14,56,6,20.63,normal
2026-04-08T21:00:00Z,vision-chat-12b,serving,2,2,8,32,8,44.69,normal
2026-04-08T21:00:00Z,embed-small,shared,2,2,64,256,8,7.79,normal
2026-04-08T21:00:00Z,reranker-3b,shared,1,1,48,96,4,2.28,normal
2026-04-08T21:00:00Z,batch-summarizer-7b,training,1,1,24,48,1,6.47,normal
2026-04-08T21:15:00Z,chat-small-8b,shared,2,2,16,64,5,11.5,normal
2026-04-08T21:15:00Z,chat-mid-34b,serving,3,3,12,72,4,43.22,normal
2026-04-08T21:15:00Z,code-assist-15b,shared,2,2,14,56,7,35.2,normal
2026-04-08T21:15:00Z,vision-chat-12b,serving,2,2,8,32,6,38.75,normal
2026-04-08T21:15:00Z,embed-small,shared,2,2,64,256,6,12.76,normal
2026-04-08T21:15:00Z,reranker-3b,shared,1,1,48,96,0,4.81,normal
2026-04-08T21:15:00Z,batch-summarizer-7b,training,1,1,24,48,1,7.01,normal
2026-04-08T21:30:00Z,chat-small-8b,shared,2,2,16,64,5,15.81,normal
2026-04-08T21:30:00Z,chat-mid-34b,serving,3,3,12,72,6,40.27,normal
2026-04-08T21:30:00Z,code-assist-15b,shared,2,2,14,56,4,20.73,normal
2026-04-08T21:30:00Z,vision-chat-12b,serving,2,2,8,32,12,48.48,normal
2026-04-08T21:30:00Z,embed-small,shared,2,2,64,256,4,6.21,normal
2026-04-08T21:30:00Z,reranker-3b,shared,1,1,48,96,5,4.35,normal
2026-04-08T21:30:00Z,batch-summarizer-7b,training,1,1,24,48,10,7.18,normal
2026-04-08T21:45:00Z,chat-small-8b,shared,2,2,16,64,9,18.95,normal
2026-04-08T21:45:00Z,chat-mid-34b,serving,3,3,12,72,6,76.65,normal
2026-04-08T21:45:00Z,code-assist-15b,shared,2,2,14,56,4,29.79,normal
2026-04-08T21:45:00Z,vision-chat-12b,serving,2,2,8,32,6,44.5,normal
2026-04-08T21:45:00Z,embed-small,shared,2,2,64,256,3,9.38,normal
2026-04-08T21:45:00Z,reranker-3b,shared,1,1,48,96,14,2.24,normal
2026-04-08T21:45:00Z,batch-summarizer-7b,training,1,1,24,48,0,8.85,normal
2026-04-08T22:00:00Z,chat-small-8b,shared,2,2,16,64,9,13.73,normal
2026-04-08T22:00:00Z,chat-mid-34b,serving,3,3,12,72,8,101.31,normal
2026-04-08T22:00:00Z,code-assist-15b,shared,2,2,14,56,0,33.06,normal
2026-04-08T22:00:00Z,vision-chat-12b,serving,2,2,8,32,11,34.73,normal
2026-04-08T22:00:00Z,embed-small,shared,2,2,64,256,9,11.59,normal
2026-04-08T22:00:00Z,reranker-3b,shared,1,1,48,96,8,2.68,normal
2026-04-08T22:00:00Z,batch-summarizer-7b,training,1,1,24,48,10,10.14,normal
2026-04-08T22:15:00Z,chat-small-8b,shared,2,2,16,64,4,19.18,normal
2026-04-08T22:15:00Z,chat-mid-34b,serving,3,3,12,72,8,58.34,normal
2026-04-08T22:15:00Z,code-assist-15b,shared,2,2,14,56,6,13.96,normal
2026-04-08T22:15:00Z,vision-chat-12b,serving,2,2,8,32,0,61.59,normal
2026-04-08T22:15:00Z,embed-small,shared,2,2,64,256,4,12.96,normal
2026-04-08T22:15:00Z,reranker-3b,shared,1,1,48,96,9,2.59,normal
2026-04-08T22:15:00Z,batch-summarizer-7b,training,1,1,24,48,10,11.33,normal
2026-04-08T22:30:00Z,chat-small-8b,shared,2,2,16,64,0,11.22,normal
2026-04-08T22:30:00Z,chat-mid-34b,serving,3,3,12,72,7,59.43,normal
2026-04-08T22:30:00Z,code-assist-15b,shared,2,2,14,56,7,18.57,normal
2026-04-08T22:30:00Z,vision-chat-12b,serving,2,2,8,32,5,56.89,normal
2026-04-08T22:30:00Z,embed-small,shared,2,2,64,256,1,6.26,normal
2026-04-08T22:30:00Z,reranker-3b,shared,1,1,48,96,7,3.94,normal
2026-04-08T22:30:00Z,batch-summarizer-7b,training,1,1,24,48,4,8.78,normal
2026-04-08T22:45:00Z,chat-small-8b,shared,2,2,16,64,7,8.3,normal
2026-04-08T22:45:00Z,chat-mid-34b,serving,3,3,12,72,1,55.22,normal
2026-04-08T22:45:00Z,code-assist-15b,shared,2,2,14,56,11,17.65,normal
2026-04-08T22:45:00Z,vision-chat-12b,serving,2,2,8,32,9,36.81,normal
2026-04-08T22:45:00Z,embed-small,shared,2,2,64,256,7,5.03,normal
2026-04-08T22:45:00Z,reranker-3b,shared,1,1,48,96,7,3.13,normal
2026-04-08T22:45:00Z,batch-summarizer-7b,training,1,1,24,48,9,8.11,normal
2026-04-08T23:00:00Z,chat-small-8b,shared,2,2,16,64,2,10.76,normal
2026-04-08T23:00:00Z,chat-mid-34b,serving,3,3,12,72,3,73.8,normal
2026-04-08T23:00:00Z,code-assist-15b,shared,2,2,14,56,0,15.66,normal
2026-04-08T23:00:00Z,vision-chat-12b,serving,2,2,8,32,9,48.23,normal
2026-04-08T23:00:00Z,embed-small,shared,2,2,64,256,5,7.83,normal
2026-04-08T23:00:00Z,reranker-3b,shared,1,1,48,96,7,4.26,normal
2026-04-08T23:00:00Z,batch-summarizer-7b,training,1,1,24,48,0,12.03,normal
2026-04-08T23:15:00Z,chat-small-8b,shared,2,2,16,64,3,19.6,normal
2026-04-08T23:15:00Z,chat-mid-34b,serving,3,3,12,72,10,100.92,normal
2026-04-08T23:15:00Z,code-assist-15b,shared,2,2,14,56,6,35.21,normal
2026-04-08T23:15:00Z,vision-chat-12b,serving,2,2,8,32,10,48.04,normal
2026-04-08T23:15:00Z,embed-small,shared,2,2,64,256,3,12.44,normal
2026-04-08T23:15:00Z,reranker-3b,shared,1,1,48,96,9,2.09,normal
2026-04-08T23:15:00Z,batch-summarizer-7b,training,1,1,24,48,10,11.19,normal
2026-04-08T23:30:00Z,chat-small-8b,shared,2,2,16,64,0,16.26,normal
2026-04-08T23:30:00Z,chat-mid-34b,serving,3,3,12,72,0,61.91,normal
2026-04-08T23:30:00Z,code-assist-15b,shared,2,2,14,56,3,30.51,normal
2026-04-08T23:30:00Z,vision-chat-12b,serving,2,2,8,32,1,25.17,normal
2026-04-08T23:30:00Z,embed-small,shared,2,2,64,256,4,11.02,normal
2026-04-08T23:30:00Z,reranker-3b,shared,1,1,48,96,5,4.54,normal
2026-04-08T23:30:00Z,batch-summarizer-7b,training,1,1,24,48,1,5.03,normal
2026-04-08T23:45:00Z,chat-small-8b,shared,2,2,16,64,3,13.94,normal
2026-04-08T23:45:00Z,chat-mid-34b,serving,3,3,12,72,5,71.05,normal
2026-04-08T23:45:00Z,code-assist-15b,shared,2,2,14,56,2,31.87,normal
2026-04-08T23:45:00Z,vision-chat-12b,serving,2,2,8,32,2,23.24,normal
2026-04-08T23:45:00Z,embed-small,shared,2,2,64,256,3,11.78,normal
2026-04-08T23:45:00Z,reranker-3b,shared,1,1,48,96,10,5.1,normal
2026-04-08T23:45:00Z,batch-summarizer-7b,training,1,1,24,48,1,8.45,normal
2026-04-09T00:00:00Z,chat-small-8b,shared,2,2,16,64,12,16.5,normal
2026-04-09T00:00:00Z,chat-mid-34b,serving,3,3,12,72,7,78.4,normal
2026-04-09T00:00:00Z,code-assist-15b,shared,2,2,14,56,10,27.33,normal
2026-04-09T00:00:00Z,vision-chat-12b,serving,2,2,8,32,4,55.65,normal
2026-04-09T00:00:00Z,embed-small,shared,2,2,64,256,7,10.15,normal
2026-04-09T00:00:00Z,reranker-3b,shared,1,1,48,96,5,3.14,normal
2026-04-09T00:00:00Z,batch-summarizer-7b,training,1,1,24,48,13,8.9,normal
2026-04-09T00:15:00Z,chat-small-8b,shared,2,2,16,64,9,16.63,normal
2026-04-09T00:15:00Z,chat-mid-34b,serving,3,3,12,72,0,65.76,normal
2026-04-09T00:15:00Z,code-assist-15b,shared,2,2,14,56,3,17.6,normal
2026-04-09T00:15:00Z,vision-chat-12b,serving,2,2,8,32,7,37.96,normal
2026-04-09T00:15:00Z,embed-small,shared,2,2,64,256,5,10.9,normal
2026-04-09T00:15:00Z,reranker-3b,shared,1,1,48,96,0,4.59,normal
2026-04-09T00:15:00Z,batch-summarizer-7b,training,1,1,24,48,0,6.51,normal
2026-04-09T00:30:00Z,chat-small-8b,shared,2,2,16,64,3,8.01,normal
2026-04-09T00:30:00Z,chat-mid-34b,serving,3,3,12,72,9,57.16,normal
2026-04-09T00:30:00Z,code-assist-15b,shared,2,2,14,56,8,36.93,normal
2026-04-09T00:30:00Z,vision-chat-12b,serving,2,2,8,32,7,31.92,normal
2026-04-09T00:30:00Z,embed-small,shared,2,2,64,256,10,5.7,normal
2026-04-09T00:30:00Z,reranker-3b,shared,1,1,48,96,6,3.87,normal
2026-04-09T00:30:00Z,batch-summarizer-7b,training,1,1,24,48,3,5.31,normal
2026-04-09T00:45:00Z,chat-small-8b,shared,2,2,16,64,7,7.21,normal
2026-04-09T00:45:00Z,chat-mid-34b,serving,3,3,12,72,3,47.04,normal
2026-04-09T00:45:00Z,code-assist-15b,shared,2,2,14,56,2,36.67,normal
2026-04-09T00:45:00Z,vision-chat-12b,serving,2,2,8,32,9,34.65,normal
2026-04-09T00:45:00Z,embed-small,shared,2,2,64,256,7,6.0,normal
2026-04-09T00:45:00Z,reranker-3b,shared,1,1,48,96,1,4.53,normal
2026-04-09T00:45:00Z,batch-summarizer-7b,training,1,1,24,48,7,7.5,normal
2026-04-09T01:00:00Z,chat-small-8b,shared,2,2,16,64,3,15.21,normal
2026-04-09T01:00:00Z,chat-mid-34b,serving,3,3,12,72,4,59.97,normal
2026-04-09T01:00:00Z,code-assist-15b,shared,2,2,14,56,14,17.27,normal
2026-04-09T01:00:00Z,vision-chat-12b,serving,2,2,8,32,8,48.44,normal
2026-04-09T01:00:00Z,embed-small,shared,2,2,64,256,17,7.39,normal
2026-04-09T01:00:00Z,reranker-3b,shared,1,1,48,96,9,3.39,normal
2026-04-09T01:00:00Z,batch-summarizer-7b,training,1,1,24,48,9,6.2,normal
2026-04-09T01:15:00Z,chat-small-8b,shared,2,2,16,64,13,19.57,normal
2026-04-09T01:15:00Z,chat-mid-34b,serving,3,3,12,72,1,54.57,normal
2026-04-09T01:15:00Z,code-assist-15b,shared,2,2,14,56,6,27.46,normal
2026-04-09T01:15:00Z,vision-chat-12b,serving,2,2,8,32,0,53.33,normal
2026-04-09T01:15:00Z,embed-small,shared,2,2,64,256,2,5.88,normal
2026-04-09T01:15:00Z,reranker-3b,shared,1,1,48,96,9,4.68,normal
2026-04-09T01:15:00Z,batch-summarizer-7b,training,1,1,24,48,3,6.23,normal
2026-04-09T01:30:00Z,chat-small-8b,shared,2,2,16,64,9,14.34,normal
2026-04-09T01:30:00Z,chat-mid-34b,serving,3,3,12,72,3,99.95,normal
2026-04-09T01:30:00Z,code-assist-15b,shared,2,2,14,56,9,14.12,normal
2026-04-09T01:30:00Z,vision-chat-12b,serving,2,2,8,32,8,33.39,normal
2026-04-09T01:30:00Z,embed-small,shared,2,2,64,256,10,5.43,normal
2026-04-09T01:30:00Z,reranker-3b,shared,1,1,48,96,5,3.27,normal
2026-04-09T01:30:00Z,batch-summarizer-7b,training,1,1,24,48,7,10.98,normal
2026-04-09T01:45:00Z,chat-small-8b,shared,2,2,16,64,4,13.98,normal
2026-04-09T01:45:00Z,chat-mid-34b,serving,3,3,12,72,7,47.71,normal
2026-04-09T01:45:00Z,code-assist-15b,shared,2,2,14,56,14,24.11,normal
2026-04-09T01:45:00Z,vision-chat-12b,serving,2,2,8,32,4,60.8,normal
2026-04-09T01:45:00Z,embed-small,shared,2,2,64,256,10,10.0,normal
2026-04-09T01:45:00Z,reranker-3b,shared,1,1,48,96,12,3.58,normal
2026-04-09T01:45:00Z,batch-summarizer-7b,training,1,1,24,48,10,6.46,normal
2026-04-09T02:00:00Z,chat-small-8b,shared,2,2,16,64,5,11.95,normal
2026-04-09T02:00:00Z,chat-mid-34b,serving,3,3,12,72,0,90.63,normal
2026-04-09T02:00:00Z,code-assist-15b,shared,2,2,14,56,7,35.61,normal
2026-04-09T02:00:00Z,vision-chat-12b,serving,2,2,8,32,10,45.51,normal
2026-04-09T02:00:00Z,embed-small,shared,2,2,64,256,11,12.02,normal
2026-04-09T02:00:00Z,reranker-3b,shared,1,1,48,96,4,4.92,normal
2026-04-09T02:00:00Z,batch-summarizer-7b,training,1,1,24,48,6,4.46,normal
2026-04-09T02:15:00Z,chat-small-8b,shared,2,2,16,64,6,17.35,normal
2026-04-09T02:15:00Z,chat-mid-34b,serving,3,3,12,72,11,63.3,normal
2026-04-09T02:15:00Z,code-assist-15b,shared,2,2,14,56,12,35.26,normal
2026-04-09T02:15:00Z,vision-chat-12b,serving,2,2,8,32,14,32.45,normal
2026-04-09T02:15:00Z,embed-small,shared,2,2,64,256,8,12.84,normal
2026-04-09T02:15:00Z,reranker-3b,shared,1,1,48,96,7,2.23,normal
2026-04-09T02:15:00Z,batch-summarizer-7b,training,1,1,24,48,6,4.76,normal
2026-04-09T02:30:00Z,chat-small-8b,shared,2,2,16,64,10,7.83,normal
2026-04-09T02:30:00Z,chat-mid-34b,serving,3,3,12,72,5,75.61,normal
2026-04-09T02:30:00Z,code-assist-15b,shared,2,2,14,56,10,28.7,normal
2026-04-09T02:30:00Z,vision-chat-12b,serving,2,2,8,32,4,54.03,normal
2026-04-09T02:30:00Z,embed-small,shared,2,2,64,256,6,5.79,normal
2026-04-09T02:30:00Z,reranker-3b,shared,1,1,48,96,11,5.49,normal
2026-04-09T02:30:00Z,batch-summarizer-7b,training,1,1,24,48,3,8.87,normal
2026-04-09T02:45:00Z,chat-small-8b,shared,2,2,16,64,2,8.13,normal
2026-04-09T02:45:00Z,chat-mid-34b,serving,3,3,12,72,3,88.85,normal
2026-04-09T02:45:00Z,code-assist-15b,shared,2,2,14,56,9,18.43,normal
2026-04-09T02:45:00Z,vision-chat-12b,serving,2,2,8,32,6,49.48,normal
2026-04-09T02:45:00Z,embed-small,shared,2,2,64,256,12,7.36,normal
2026-04-09T02:45:00Z,reranker-3b,shared,1,1,48,96,4,5.1,normal
2026-04-09T02:45:00Z,batch-summarizer-7b,training,1,1,24,48,14,10.05,normal
2026-04-09T03:00:00Z,chat-small-8b,shared,2,2,16,64,5,12.55,normal
2026-04-09T03:00:00Z,chat-mid-34b,serving,3,3,12,72,6,52.83,normal
2026-04-09T03:00:00Z,code-assist-15b,shared,2,2,14,56,7,31.21,normal
2026-04-09T03:00:00Z,vision-chat-12b,serving,2,2,8,32,11,47.87,normal
2026-04-09T03:00:00Z,embed-small,shared,2,2,64,256,7,4.9,normal
2026-04-09T03:00:00Z,reranker-3b,shared,1,1,48,96,4,3.93,normal
2026-04-09T03:00:00Z,batch-summarizer-7b,training,1,1,24,48,8,8.33,normal
2026-04-09T03:15:00Z,chat-small-8b,shared,2,2,16,64,10,9.47,normal
2026-04-09T03:15:00Z,chat-mid-34b,serving,3,3,12,72,0,69.32,normal
2026-04-09T03:15:00Z,code-assist-15b,shared,2,2,14,56,9,29.56,normal
2026-04-09T03:15:00Z,vision-chat-12b,serving,2,2,8,32,4,47.97,normal
2026-04-09T03:15:00Z,embed-small,shared,2,2,64,256,11,10.86,normal
2026-04-09T03:15:00Z,reranker-3b,shared,1,1,48,96,5,5.02,normal
2026-04-09T03:15:00Z,batch-summarizer-7b,training,1,1,24,48,5,8.54,normal
2026-04-09T03:30:00Z,chat-small-8b,shared,2,2,16,64,0,7.39,normal
2026-04-09T03:30:00Z,chat-mid-34b,serving,3,3,12,72,4,73.11,normal
2026-04-09T03:30:00Z,code-assist-15b,shared,2,2,14,56,4,15.36,normal
2026-04-09T03:30:00Z,vision-chat-12b,serving,2,2,8,32,2,30.3,normal
2026-04-09T03:30:00Z,embed-small,shared,2,2,64,256,10,5.16,normal
2026-04-09T03:30:00Z,reranker-3b,shared,1,1,48,96,4,4.42,normal
2026-04-09T03:30:00Z,batch-summarizer-7b,training,1,1,24,48,4,5.6,normal
2026-04-09T03:45:00Z,chat-small-8b,shared,2,2,16,64,4,8.0,normal
2026-04-09T03:45:00Z,chat-mid-34b,serving,3,3,12,72,8,47.74,normal
2026-04-09T03:45:00Z,code-assist-15b,shared,2,2,14,56,3,31.01,normal
2026-04-09T03:45:00Z,vision-chat-12b,serving,2,2,8,32,8,46.52,normal
2026-04-09T03:45:00Z,embed-small,shared,2,2,64,256,5,5.17,normal
2026-04-09T03:45:00Z,reranker-3b,shared,1,1,48,96,1,3.07,normal
2026-04-09T03:45:00Z,batch-summarizer-7b,training,1,1,24,48,6,8.34,normal
2026-04-09T04:00:00Z,chat-small-8b,shared,2,2,16,64,7,9.01,normal
2026-04-09T04:00:00Z,chat-mid-34b,serving,3,3,12,72,5,62.46,normal
2026-04-09T04:00:00Z,code-assist-15b,shared,2,2,14,56,2,30.86,normal
2026-04-09T04:00:00Z,vision-chat-12b,serving,2,2,8,32,6,24.54,normal
2026-04-09T04:00:00Z,embed-small,shared,2,2,64,256,5,6.75,normal
2026-04-09T04:00:00Z,reranker-3b,shared,1,1,48,96,0,4.69,normal
2026-04-09T04:00:00Z,batch-summarizer-7b,training,1,1,24,48,8,5.39,normal
2026-04-09T04:15:00Z,chat-small-8b,shared,2,2,16,64,7,8.85,normal
2026-04-09T04:15:00Z,chat-mid-34b,serving,3,3,12,72,4,83.03,normal
2026-04-09T04:15:00Z,code-assist-15b,shared,2,2,14,56,0,26.53,normal
2026-04-09T04:15:00Z,vision-chat-12b,serving,2,2,8,32,8,26.66,normal
2026-04-09T04:15:00Z,embed-small,shared,2,2,64,256,5,8.96,normal
2026-04-09T04:15:00Z,reranker-3b,shared,1,1,48,96,4,2.75,normal
2026-04-09T04:15:00Z,batch-summarizer-7b,training,1,1,24,48,0,5.18,normal
2026-04-09T04:30:00Z,chat-small-8b,shared,2,2,16,64,4,17.69,normal
2026-04-09T04:30:00Z,chat-mid-34b,serving,3,3,12,72,5,56.35,normal
2026-04-09T04:30:00Z,code-assist-15b,shared,2,2,14,56,13,19.75,normal
2026-04-09T04:30:00Z,vision-chat-12b,serving,2,2,8,32,12,43.03,normal
2026-04-09T04:30:00Z,embed-small,shared,2,2,64,256,11,12.42,normal
2026-04-09T04:30:00Z,reranker-3b,shared,1,1,48,96,9,3.61,normal
2026-04-09T04:30:00Z,batch-summarizer-7b,training,1,1,24,48,2,10.39,normal
2026-04-09T04:45:00Z,chat-small-8b,shared,2,2,16,64,4,15.17,normal
2026-04-09T04:45:00Z,chat-mid-34b,serving,3,3,12,72,7,50.69,normal
2026-04-09T04:45:00Z,code-assist-15b,shared,2,2,14,56,6,15.69,normal
2026-04-09T04:45:00Z,vision-chat-12b,serving,2,2,8,32,8,43.93,normal
2026-04-09T04:45:00Z,embed-small,shared,2,2,64,256,5,13.1,normal
2026-04-09T04:45:00Z,reranker-3b,shared,1,1,48,96,8,4.07,normal
2026-04-09T04:45:00Z,batch-summarizer-7b,training,1,1,24,48,5,7.41,normal
2026-04-09T05:00:00Z,chat-small-8b,shared,2,2,16,64,10,16.35,normal
2026-04-09T05:00:00Z,chat-mid-34b,serving,3,3,12,72,10,49.33,normal
2026-04-09T05:00:00Z,code-assist-15b,shared,2,2,14,56,6,32.19,normal
2026-04-09T05:00:00Z,vision-chat-12b,serving,2,2,8,32,2,54.67,normal
2026-04-09T05:00:00Z,embed-small,shared,2,2,64,256,7,4.88,normal
2026-04-09T05:00:00Z,reranker-3b,shared,1,1,48,96,2,2.21,normal
2026-04-09T05:00:00Z,batch-summarizer-7b,training,1,1,24,48,9,7.69,normal
2026-04-09T05:15:00Z,chat-small-8b,shared,2,2,16,64,7,19.28,normal
2026-04-09T05:15:00Z,chat-mid-34b,serving,3,3,12,72,9,60.77,normal
2026-04-09T05:15:00Z,code-assist-15b,shared,2,2,14,56,1,16.62,normal
2026-04-09T05:15:00Z,vision-chat-12b,serving,2,2,8,32,2,44.43,normal
2026-04-09T05:15:00Z,embed-small,shared,2,2,64,256,3,11.39,normal
2026-04-09T05:15:00Z,reranker-3b,shared,1,1,48,96,5,2.47,normal
2026-04-09T05:15:00Z,batch-summarizer-7b,training,1,1,24,48,7,9.54,normal
2026-04-09T05:30:00Z,chat-small-8b,shared,2,2,16,64,0,19.41,normal
2026-04-09T05:30:00Z,chat-mid-34b,serving,3,3,12,72,15,93.35,normal
2026-04-09T05:30:00Z,code-assist-15b,shared,2,2,14,56,3,19.61,normal
2026-04-09T05:30:00Z,vision-chat-12b,serving,2,2,8,32,13,29.56,normal
2026-04-09T05:30:00Z,embed-small,shared,2,2,64,256,12,5.66,normal
2026-04-09T05:30:00Z,reranker-3b,shared,1,1,48,96,10,4.78,normal
2026-04-09T05:30:00Z,batch-summarizer-7b,training,1,1,24,48,1,11.0,normal
2026-04-09T05:45:00Z,chat-small-8b,shared,2,2,16,64,0,13.95,normal
2026-04-09T05:45:00Z,chat-mid-34b,serving,3,3,12,72,6,92.91,normal
2026-04-09T05:45:00Z,code-assist-15b,shared,2,2,14,56,4,33.15,normal
2026-04-09T05:45:00Z,vision-chat-12b,serving,2,2,8,32,14,58.11,normal
2026-04-09T05:45:00Z,embed-small,shared,2,2,64,256,0,6.53,normal
2026-04-09T05:45:00Z,reranker-3b,shared,1,1,48,96,2,4.41,normal
2026-04-09T05:45:00Z,batch-summarizer-7b,training,1,1,24,48,2,11.45,normal
2026-04-09T06:00:00Z,chat-small-8b,shared,2,2,16,64,2,11.65,normal
2026-04-09T06:00:00Z,chat-mid-34b,serving,3,3,12,72,3,72.87,normal
2026-04-09T06:00:00Z,code-assist-15b,shared,2,2,14,56,6,34.82,normal
2026-04-09T06:00:00Z,vision-chat-12b,serving,2,2,8,32,5,40.19,normal
2026-04-09T06:00:00Z,embed-small,shared,2,2,64,256,9,9.36,normal
2026-04-09T06:00:00Z,reranker-3b,shared,1,1,48,96,5,5.0,normal
2026-04-09T06:00:00Z,batch-summarizer-7b,training,1,1,24,48,4,12.03,normal
2026-04-09T06:15:00Z,chat-small-8b,shared,2,2,16,64,5,19.48,normal
2026-04-09T06:15:00Z,chat-mid-34b,serving,3,3,12,72,0,95.88,normal
2026-04-09T06:15:00Z,code-assist-15b,shared,2,2,14,56,2,23.08,normal
2026-04-09T06:15:00Z,vision-chat-12b,serving,2,2,8,32,5,33.14,normal
2026-04-09T06:15:00Z,embed-small,shared,2,2,64,256,0,12.09,normal
2026-04-09T06:15:00Z,reranker-3b,shared,1,1,48,96,2,4.27,normal
2026-04-09T06:15:00Z,batch-summarizer-7b,training,1,1,24,48,8,11.85,normal
2026-04-09T06:30:00Z,chat-small-8b,shared,2,2,16,64,3,10.77,normal
2026-04-09T06:30:00Z,chat-mid-34b,serving,3,3,12,72,5,55.48,normal
2026-04-09T06:30:00Z,code-assist-15b,shared,2,2,14,56,6,26.27,normal
2026-04-09T06:30:00Z,vision-chat-12b,serving,2,2,8,32,3,56.67,normal
2026-04-09T06:30:00Z,embed-small,shared,2,2,64,256,6,11.12,normal
2026-04-09T06:30:00Z,reranker-3b,shared,1,1,48,96,5,3.58,normal
2026-04-09T06:30:00Z,batch-summarizer-7b,training,1,1,24,48,5,9.64,normal
2026-04-09T06:45:00Z,chat-small-8b,shared,2,2,16,64,11,16.25,normal
2026-04-09T06:45:00Z,chat-mid-34b,serving,3,3,12,72,4,60.66,normal
2026-04-09T06:45:00Z,code-assist-15b,shared,2,2,14,56,5,33.72,normal
2026-04-09T06:45:00Z,vision-chat-12b,serving,2,2,8,32,4,61.43,normal
2026-04-09T06:45:00Z,embed-small,shared,2,2,64,256,7,10.69,normal
2026-04-09T06:45:00Z,reranker-3b,shared,1,1,48,96,7,4.11,normal
2026-04-09T06:45:00Z,batch-summarizer-7b,training,1,1,24,48,8,10.37,normal
2026-04-09T07:00:00Z,chat-small-8b,shared,2,2,16,64,4,12.4,normal
2026-04-09T07:00:00Z,chat-mid-34b,serving,3,3,12,72,12,97.6,normal
2026-04-09T07:00:00Z,code-assist-15b,shared,2,2,14,56,4,14.79,normal
