submitted_at,started_at,finished_at,team,job_type,model_family,requested_gpus,requested_nodes,min_gpu_memory_gb,estimated_duration_min,actual_duration_min,priority,status,assigned_nodes,queue_wait_min,exit_reason,checkpoint_interval_min,job_id
2026-04-03T15:35:00Z,2026-04-03T16:51:00Z,2026-04-03T21:14:00Z,team-19,batch-inference,multimodal,4,1,80,240,263,normal,failed,gpu-node-02,76,cuda_out_of_memory,45,job-00123
2026-04-01T16:13:00Z,2026-04-01T17:13:00Z,2026-04-01T20:08:00Z,team-11,finetune,llm,1,1,40,240,175,normal,completed,gpu-node-04,60,success,90,job-00029
2026-04-02T06:41:00Z,2026-04-02T07:09:00Z,2026-04-02T11:32:00Z,team-03,evaluation,vision,1,1,48,240,263,normal,completed,gpu-node-10,28,success,60,job-00060
2026-04-05T02:40:00Z,2026-04-05T03:28:00Z,2026-04-05T04:56:00Z,team-07,finetune,embedding,1,1,80,90,88,normal,completed,gpu-node-10,48,success,60,job-00226
2026-04-05T20:08:00Z,2026-04-06T00:19:00Z,2026-04-06T00:50:00Z,team-19,finetune,vision,32,4,40,30,31,normal,completed,gpu-node-06|gpu-node-07|gpu-node-08|gpu-node-04,251,success,45,job-00264
2026-04-04T08:19:00Z,2026-04-04T11:57:00Z,2026-04-04T12:40:00Z,team-05,rlhf-batch,embedding,16,2,40,45,43,low,completed,gpu-node-06|gpu-node-02,218,success,30,job-00159
2026-04-11T23:05:00Z,2026-04-11T23:32:00Z,2026-04-12T03:45:00Z,team-22,pretrain,vision,2,1,48,240,253,normal,completed,gpu-node-02,27,success,30,job-00609
2026-04-10T16:14:00Z,2026-04-10T17:16:00Z,2026-04-10T21:06:00Z,team-02,batch-inference,vision,1,1,80,240,230,low,completed,gpu-node-01,62,success,90,job-00546
2026-04-02T13:54:00Z,2026-04-02T14:52:00Z,2026-04-03T03:30:00Z,team-13,batch-inference,llm,8,1,48,720,758,normal,completed,gpu-node-07,58,success,60,job-00074
2026-04-09T08:45:00Z,2026-04-09T11:45:00Z,2026-04-09T21:22:00Z,team-16,pretrain,multimodal,16,2,48,480,577,low,failed,gpu-node-10|gpu-node-04,180,cuda_out_of_memory,60,job-00465
2026-04-13T02:21:00Z,2026-04-13T04:34:00Z,2026-04-13T10:11:00Z,team-14,finetune,embedding,16,2,40,360,337,normal,completed,gpu-node-09|gpu-node-07,133,success,60,job-00664
2026-04-09T15:12:00Z,2026-04-09T16:02:00Z,2026-04-10T01:43:00Z,team-02,finetune,vision,1,1,80,480,581,normal,completed,gpu-node-10,50,success,30,job-00485
2026-04-13T18:04:00Z,2026-04-13T18:40:00Z,2026-04-13T19:08:00Z,team-11,pretrain,embedding,4,1,80,45,28,normal,completed,gpu-node-08,36,success,60,job-00714
2026-04-04T00:24:00Z,2026-04-04T00:52:00Z,2026-04-04T01:16:00Z,team-19,pretrain,vision,1,1,80,30,24,normal,completed,gpu-node-11,28,success,45,job-00145
2026-04-02T20:52:00Z,2026-04-02T22:04:00Z,2026-04-02T23:50:00Z,team-19,evaluation,embedding,8,1,40,90,106,normal,completed,gpu-node-02,72,success,60,job-00092
2026-04-06T08:56:00Z,2026-04-06T10:35:00Z,2026-04-06T12:19:00Z,team-08,evaluation,llm,2,1,40,90,104,low,completed,gpu-node-12,99,success,45,job-00290
2026-04-11T23:40:00Z,2026-04-12T00:40:00Z,2026-04-12T07:10:00Z,team-04,batch-inference,vision,1,1,40,360,390,low,completed,gpu-node-06,60,success,45,job-00610
2026-04-02T16:13:00Z,2026-04-02T16:53:00Z,2026-04-03T04:14:00Z,team-18,finetune,vision,1,1,40,720,681,normal,completed,gpu-node-03,40,success,90,job-00081
2026-04-06T15:45:00Z,2026-04-06T16:09:00Z,2026-04-06T16:40:00Z,team-18,finetune,embedding,1,1,40,30,31,normal,completed,gpu-node-01,24,success,90,job-00305
2026-04-06T15:19:00Z,2026-04-06T15:36:00Z,2026-04-06T22:16:00Z,team-16,finetune,vision,1,1,80,480,400,high,completed,gpu-node-11,17,success,45,job-00303
2026-04-07T16:29:00Z,2026-04-07T20:04:00Z,2026-04-07T22:36:00Z,team-05,evaluation,llm,16,2,80,120,152,low,completed,gpu-node-05|gpu-node-11,215,success,30,job-00378
2026-04-02T20:07:00Z,2026-04-02T21:13:00Z,2026-04-02T22:34:00Z,team-10,finetune,llm,2,1,48,90,81,low,completed,gpu-node-09,66,success,45,job-00090
2026-04-06T15:43:00Z,2026-04-06T16:56:00Z,2026-04-06T17:30:00Z,team-19,finetune,embedding,2,1,80,30,34,low,completed,gpu-node-05,73,success,30,job-00304
2026-04-06T11:24:00Z,2026-04-06T12:40:00Z,2026-04-06T17:42:00Z,team-07,rlhf-batch,embedding,4,1,80,240,302,normal,completed,gpu-node-07,76,success,45,job-00296
2026-04-09T14:32:00Z,2026-04-09T15:20:00Z,2026-04-09T18:59:00Z,team-12,finetune,embedding,1,1,80,180,219,high,completed,gpu-node-08,48,success,45,job-00477
2026-04-14T04:24:00Z,2026-04-14T05:03:00Z,2026-04-14T05:54:00Z,team-12,batch-inference,vision,2,1,48,45,51,normal,completed,gpu-node-08,39,success,30,job-00735
2026-04-11T03:56:00Z,2026-04-11T05:05:00Z,2026-04-11T06:15:00Z,team-22,embedding-index,vision,16,2,48,90,70,high,completed,gpu-node-10|gpu-node-01,69,success,60,job-00577
2026-04-14T11:13:00Z,2026-04-14T11:44:00Z,2026-04-14T12:24:00Z,team-12,evaluation,llm,1,1,40,60,40,normal,completed,gpu-node-08,31,success,90,job-00749
2026-04-12T09:40:00Z,2026-04-12T10:26:00Z,2026-04-12T19:11:00Z,team-09,batch-inference,vision,8,1,80,480,525,high,completed,gpu-node-04,46,success,90,job-00634
2026-04-06T02:23:00Z,2026-04-06T02:48:00Z,2026-04-06T07:39:00Z,team-12,evaluation,llm,1,1,48,240,291,normal,completed,gpu-node-07,25,success,60,job-00280
2026-04-09T05:00:00Z,2026-04-09T05:19:00Z,2026-04-09T06:51:00Z,team-22,evaluation,vision,1,1,80,90,92,low,completed,gpu-node-12,19,success,90,job-00457
2026-04-08T09:05:00Z,2026-04-08T09:20:00Z,2026-04-08T12:18:00Z,team-11,pretrain,embedding,1,1,80,180,178,normal,completed,gpu-node-09,15,success,60,job-00420
2026-04-01T05:01:00Z,2026-04-01T05:55:00Z,2026-04-01T07:14:00Z,team-14,evaluation,llm,1,1,40,90,79,normal,completed,gpu-node-02,54,success,90,job-00006
2026-04-09T20:40:00Z,2026-04-09T21:13:00Z,2026-04-10T08:08:00Z,team-22,rlhf-batch,llm,2,1,40,480,655,normal,completed,gpu-node-09,33,success,90,job-00506
2026-04-07T20:18:00Z,2026-04-07T20:39:00Z,2026-04-07T22:44:00Z,team-15,pretrain,embedding,4,1,80,120,125,normal,completed,gpu-node-02,21,success,90,job-00386
2026-04-05T15:23:00Z,2026-04-05T16:43:00Z,2026-04-05T17:36:00Z,team-07,batch-inference,llm,4,1,40,60,53,normal,completed,gpu-node-08,80,success,90,job-00253
2026-04-07T13:25:00Z,2026-04-07T13:56:00Z,2026-04-07T15:58:00Z,team-14,finetune,multimodal,1,1,80,180,122,normal,completed,gpu-node-08,31,success,45,job-00370
2026-04-06T11:00:00Z,2026-04-06T12:04:00Z,2026-04-06T21:16:00Z,team-19,pretrain,llm,4,1,40,480,552,normal,completed,gpu-node-12,64,success,90,job-00294
2026-04-03T20:27:00Z,2026-04-03T21:11:00Z,2026-04-04T01:57:00Z,team-17,finetune,embedding,4,1,80,240,286,normal,completed,gpu-node-08,44,success,90,job-00132
2026-04-05T20:50:00Z,2026-04-05T21:57:00Z,2026-04-05T23:50:00Z,team-04,pretrain,embedding,1,1,80,120,113,low,completed,gpu-node-01,67,success,60,job-00268
2026-04-14T15:14:00Z,2026-04-14T16:18:00Z,2026-04-14T21:38:00Z,team-12,pretrain,embedding,4,1,40,360,320,normal,completed,gpu-node-06,64,success,60,job-00759
2026-04-14T15:11:00Z,2026-04-14T16:14:00Z,2026-04-14T21:33:00Z,team-03,finetune,vision,4,1,80,240,319,normal,completed,gpu-node-02,63,success,90,job-00757
2026-04-11T07:54:00Z,2026-04-11T08:15:00Z,2026-04-11T10:44:00Z,team-23,batch-inference,llm,1,1,48,180,149,normal,completed,gpu-node-03,21,success,30,job-00583
2026-04-10T00:46:00Z,2026-04-10T01:48:00Z,2026-04-10T04:10:00Z,team-01,pretrain,vision,4,1,80,120,142,normal,completed,gpu-node-01,62,success,60,job-00517
2026-04-07T20:41:00Z,2026-04-07T22:09:00Z,2026-04-08T00:16:00Z,team-08,finetune,vision,8,1,80,120,127,normal,completed,gpu-node-01,88,success,45,job-00390
2026-04-07T00:23:00Z,2026-04-07T01:02:00Z,2026-04-07T02:25:00Z,team-18,pretrain,llm,4,1,40,90,83,normal,canceled,gpu-node-09,39,user_canceled,30,job-00335
2026-04-12T19:56:00Z,2026-04-12T20:15:00Z,2026-04-12T22:04:00Z,team-01,finetune,llm,4,1,80,120,109,high,completed,gpu-node-11,19,success,60,job-00648
2026-04-05T04:17:00Z,2026-04-05T04:46:00Z,2026-04-05T06:14:00Z,team-02,batch-inference,multimodal,4,1,40,120,88,normal,completed,gpu-node-09,29,success,60,job-00232
2026-04-12T21:44:00Z,2026-04-12T22:18:00Z,2026-04-12T23:04:00Z,team-15,finetune,embedding,2,1,40,45,46,normal,completed,gpu-node-06,34,success,45,job-00654
2026-04-10T03:18:00Z,2026-04-10T03:25:00Z,2026-04-10T12:12:00Z,team-18,pretrain,vision,2,1,48,720,527,high,completed,gpu-node-06,7,success,30,job-00522
2026-04-09T22:07:00Z,2026-04-09T23:11:00Z,2026-04-10T03:01:00Z,team-14,finetune,embedding,8,1,40,240,230,low,completed,gpu-node-01,64,success,45,job-00510
2026-04-06T18:57:00Z,2026-04-06T20:15:00Z,2026-04-06T20:47:00Z,team-10,rlhf-batch,llm,8,1,48,30,32,normal,completed,gpu-node-09,78,success,60,job-00315
2026-04-08T01:28:00Z,2026-04-08T02:10:00Z,2026-04-08T08:53:00Z,team-09,finetune,embedding,2,1,80,360,403,normal,completed,gpu-node-02,42,success,90,job-00402
2026-04-01T07:12:00Z,2026-04-01T08:12:00Z,2026-04-01T10:08:00Z,team-18,pretrain,vision,2,1,80,90,116,low,completed,gpu-node-07,60,success,90,job-00012
2026-04-01T00:47:00Z,2026-04-01T02:07:00Z,2026-04-01T04:35:00Z,team-16,pretrain,vision,4,1,40,120,148,normal,completed,gpu-node-03,80,success,90,job-00002
2026-04-08T08:38:00Z,2026-04-08T15:07:00Z,2026-04-08T20:18:00Z,team-09,finetune,multimodal,32,4,40,480,311,low,completed,gpu-node-03|gpu-node-06|gpu-node-02|gpu-node-05,389,success,45,job-00418
2026-04-10T17:54:00Z,2026-04-10T18:04:00Z,2026-04-10T20:14:00Z,team-09,finetune,llm,4,1,40,120,130,high,completed,gpu-node-06,10,success,45,job-00549
2026-04-05T20:29:00Z,2026-04-05T21:15:00Z,2026-04-06T02:14:00Z,team-21,finetune,embedding,1,1,40,240,299,low,failed,gpu-node-02,46,checkpoint_write_timeout,30,job-00265
2026-04-01T14:32:00Z,2026-04-01T15:44:00Z,2026-04-01T17:56:00Z,team-24,rlhf-batch,llm,2,1,80,120,132,normal,completed,gpu-node-12,72,success,90,job-00025
2026-04-13T01:26:00Z,2026-04-13T03:29:00Z,2026-04-13T04:45:00Z,team-18,batch-inference,multimodal,16,2,48,60,76,normal,completed,gpu-node-07|gpu-node-09,123,success,90,job-00663
2026-04-10T05:35:00Z,2026-04-10T06:18:00Z,2026-04-10T19:22:00Z,team-20,evaluation,embedding,4,1,80,720,784,normal,completed,gpu-node-02,43,success,45,job-00526
2026-04-05T05:37:00Z,2026-04-05T06:14:00Z,2026-04-05T06:48:00Z,team-12,pretrain,llm,2,1,48,45,34,low,completed,gpu-node-06,37,success,90,job-00236
2026-04-10T13:32:00Z,2026-04-10T13:57:00Z,2026-04-10T19:32:00Z,team-23,batch-inference,embedding,1,1,48,360,335,normal,completed,gpu-node-12,25,success,90,job-00539
2026-04-05T22:24:00Z,2026-04-05T23:18:00Z,2026-04-06T01:29:00Z,team-12,evaluation,multimodal,1,1,80,120,131,low,completed,gpu-node-06,54,success,60,job-00269
2026-04-02T02:00:00Z,2026-04-02T02:54:00Z,2026-04-02T03:20:00Z,team-18,finetune,embedding,1,1,40,30,26,normal,completed,gpu-node-07,54,success,30,job-00053
2026-04-06T17:53:00Z,2026-04-06T19:17:00Z,2026-04-06T23:45:00Z,team-19,batch-inference,vision,4,1,80,240,268,low,completed,gpu-node-12,84,success,30,job-00309
2026-04-02T16:31:00Z,2026-04-02T17:29:00Z,2026-04-02T21:50:00Z,team-22,finetune,embedding,1,1,48,360,261,normal,failed,gpu-node-07,58,cuda_out_of_memory,60,job-00083
2026-04-03T00:23:00Z,2026-04-03T00:50:00Z,2026-04-03T05:08:00Z,team-21,batch-inference,llm,4,1,48,240,258,high,completed,gpu-node-06,27,success,45,job-00095
2026-04-09T14:11:00Z,2026-04-09T15:55:00Z,2026-04-09T18:23:00Z,team-12,embedding-index,vision,8,1,48,180,148,normal,completed,gpu-node-12,104,success,45,job-00475
2026-04-12T00:39:00Z,2026-04-12T01:30:00Z,2026-04-12T16:41:00Z,team-24,pretrain,embedding,4,1,80,720,911,normal,failed,gpu-node-11,51,user_code_error,30,job-00613
2026-04-04T08:17:00Z,2026-04-04T09:16:00Z,2026-04-04T11:22:00Z,team-08,batch-inference,multimodal,2,1,40,120,126,low,completed,gpu-node-11,59,success,90,job-00158
2026-04-12T04:49:00Z,2026-04-12T06:00:00Z,2026-04-12T12:47:00Z,team-21,rlhf-batch,multimodal,16,2,48,360,407,high,completed,gpu-node-10|gpu-node-01,71,success,30,job-00621
2026-04-13T20:29:00Z,2026-04-13T22:49:00Z,2026-04-14T08:48:00Z,team-11,embedding-index,multimodal,4,1,48,480,599,low,completed,gpu-node-03,140,success,60,job-00720
2026-04-10T19:53:00Z,2026-04-10T20:24:00Z,2026-04-10T21:13:00Z,team-20,finetune,llm,2,1,48,45,49,normal,completed,gpu-node-07,31,success,60,job-00555
2026-04-02T14:43:00Z,2026-04-02T15:54:00Z,2026-04-02T17:26:00Z,team-06,finetune,vision,4,1,80,90,92,normal,completed,gpu-node-12,71,success,60,job-00077
2026-04-11T07:57:00Z,2026-04-11T08:48:00Z,2026-04-11T11:09:00Z,team-02,batch-inference,llm,1,1,80,240,141,low,completed,gpu-node-01,51,success,60,job-00584
2026-04-13T12:19:00Z,2026-04-13T13:53:00Z,2026-04-13T21:20:00Z,team-16,embedding-index,vision,8,1,80,480,447,low,completed,gpu-node-12,94,success,60,job-00692
2026-04-14T23:41:00Z,2026-04-14T23:54:00Z,2026-04-15T00:36:00Z,team-08,pretrain,vision,1,1,48,45,42,normal,completed,gpu-node-07,13,success,45,job-00779
2026-04-04T15:25:00Z,2026-04-04T20:21:00Z,2026-04-05T09:00:00Z,team-11,finetune,embedding,8,1,48,720,759,low,completed,gpu-node-10,296,success,45,job-00205
2026-04-02T08:20:00Z,2026-04-02T08:38:00Z,2026-04-02T13:31:00Z,team-07,batch-inference,multimodal,4,1,48,360,293,high,completed,gpu-node-02,18,success,45,job-00061
2026-04-07T20:33:00Z,2026-04-07T21:08:00Z,2026-04-08T06:48:00Z,team-10,finetune,vision,2,1,48,480,580,low,completed,gpu-node-01,35,success,30,job-00388
2026-04-04T23:41:00Z,2026-04-05T00:37:00Z,2026-04-05T02:48:00Z,team-13,pretrain,vision,1,1,80,180,131,low,completed,gpu-node-11,56,success,90,job-00221
2026-04-11T09:32:00Z,2026-04-11T11:16:00Z,2026-04-11T12:11:00Z,team-05,embedding-index,vision,8,1,48,60,55,normal,completed,gpu-node-11,104,success,60,job-00586
2026-04-02T16:48:00Z,2026-04-02T20:45:00Z,2026-04-03T05:56:00Z,team-03,pretrain,vision,16,2,40,480,551,low,completed,gpu-node-06|gpu-node-04,237,success,45,job-00085
2026-04-09T02:25:00Z,2026-04-09T02:38:00Z,2026-04-09T10:24:00Z,team-21,rlhf-batch,embedding,4,1,48,480,466,normal,completed,gpu-node-03,13,success,30,job-00450
2026-04-09T23:49:00Z,2026-04-10T00:59:00Z,2026-04-10T01:30:00Z,team-06,finetune,embedding,4,1,80,30,31,low,completed,gpu-node-09,70,success,45,job-00514
2026-04-09T16:53:00Z,2026-04-09T18:15:00Z,2026-04-09T22:26:00Z,team-13,pretrain,vision,2,1,40,240,251,normal,completed,gpu-node-04,82,success,60,job-00497
2026-04-04T02:17:00Z,2026-04-04T03:43:00Z,2026-04-04T06:36:00Z,team-13,finetune,vision,8,1,48,180,173,normal,completed,gpu-node-04,86,success,45,job-00150
2026-04-09T09:48:00Z,2026-04-09T11:29:00Z,2026-04-09T14:36:00Z,team-01,finetune,multimodal,8,1,40,180,187,normal,completed,gpu-node-08,101,success,90,job-00467
2026-04-02T18:00:00Z,2026-04-02T18:51:00Z,2026-04-02T19:16:00Z,team-14,evaluation,llm,4,1,40,30,25,low,completed,gpu-node-06,51,success,60,job-00086
2026-04-05T13:31:00Z,2026-04-05T14:08:00Z,2026-04-05T17:50:00Z,team-02,finetune,embedding,2,1,40,240,222,normal,completed,gpu-node-06,37,success,30,job-00250
2026-04-13T13:41:00Z,2026-04-13T14:13:00Z,2026-04-13T14:57:00Z,team-17,batch-inference,llm,1,1,40,45,44,low,completed,gpu-node-06,32,success,60,job-00701
2026-04-05T01:25:00Z,2026-04-05T02:16:00Z,2026-04-05T03:19:00Z,team-03,finetune,vision,2,1,80,60,63,low,completed,gpu-node-07,51,success,30,job-00224
2026-04-01T19:02:00Z,2026-04-01T19:40:00Z,2026-04-01T20:40:00Z,team-10,batch-inference,llm,1,1,48,45,60,normal,completed,gpu-node-05,38,success,60,job-00040
2026-04-04T00:26:00Z,2026-04-04T00:54:00Z,2026-04-04T01:29:00Z,team-13,pretrain,vision,1,1,40,45,35,normal,completed,gpu-node-10,28,success,30,job-00146
2026-04-08T21:31:00Z,2026-04-08T22:35:00Z,2026-04-08T23:25:00Z,team-22,pretrain,vision,4,1,48,60,50,low,completed,gpu-node-01,64,success,45,job-00440
2026-04-04T05:40:00Z,2026-04-04T05:40:00Z,2026-04-04T11:41:00Z,team-05,pretrain,multimodal,1,1,48,360,361,normal,completed,gpu-node-07,0,success,60,job-00154
2026-04-09T05:23:00Z,2026-04-09T07:39:00Z,2026-04-09T11:15:00Z,team-15,evaluation,llm,16,2,40,180,216,normal,completed,gpu-node-12|gpu-node-05,136,success,90,job-00458
2026-04-02T20:56:00Z,2026-04-02T21:40:00Z,2026-04-02T23:33:00Z,team-08,evaluation,llm,1,1,48,90,113,low,completed,gpu-node-05,44,success,90,job-00093
2026-04-07T07:08:00Z,2026-04-07T09:04:00Z,2026-04-07T09:46:00Z,team-07,embedding-index,vision,16,2,80,45,42,normal,completed,gpu-node-07|gpu-node-08,116,success,45,job-00350
2026-04-04T19:06:00Z,2026-04-04T19:57:00Z,2026-04-04T23:26:00Z,team-16,pretrain,llm,1,1,48,240,209,low,completed,gpu-node-04,51,success,60,job-00210
2026-04-11T04:23:00Z,2026-04-11T05:15:00Z,2026-04-11T05:44:00Z,team-22,evaluation,embedding,1,1,48,30,29,low,completed,gpu-node-12,52,success,45,job-00578
2026-04-04T22:10:00Z,2026-04-04T23:47:00Z,2026-04-05T01:21:00Z,team-15,embedding-index,multimodal,4,1,40,90,94,low,completed,gpu-node-05,97,success,45,job-00217
2026-04-10T09:20:00Z,2026-04-10T10:19:00Z,2026-04-10T18:06:00Z,team-03,embedding-index,multimodal,4,1,48,480,467,normal,completed,gpu-node-12,59,success,45,job-00536
2026-04-08T19:13:00Z,2026-04-08T19:55:00Z,2026-04-08T20:32:00Z,team-03,pretrain,multimodal,1,1,80,30,37,low,completed,gpu-node-08,42,success,90,job-00434
2026-04-03T13:27:00Z,2026-04-03T13:44:00Z,2026-04-03T15:40:00Z,team-17,batch-inference,llm,1,1,80,120,116,low,completed,gpu-node-12,17,success,45,job-00117
2026-04-11T18:00:00Z,2026-04-11T18:54:00Z,2026-04-11T19:31:00Z,team-10,embedding-index,vision,4,1,48,45,37,normal,completed,gpu-node-10,54,success,45,job-00602
2026-04-03T00:30:00Z,2026-04-03T01:08:00Z,2026-04-03T01:48:00Z,team-12,evaluation,embedding,2,1,80,45,40,low,completed,gpu-node-05,38,success,90,job-00096
2026-04-02T02:27:00Z,2026-04-02T02:39:00Z,2026-04-02T03:23:00Z,team-11,finetune,llm,1,1,80,60,44,high,completed,gpu-node-11,12,success,30,job-00054
2026-04-01T18:09:00Z,2026-04-01T21:22:00Z,2026-04-01T22:58:00Z,team-08,finetune,multimodal,16,2,80,90,96,low,completed,gpu-node-12|gpu-node-02,193,success,30,job-00035
2026-04-09T07:13:00Z,2026-04-09T08:21:00Z,2026-04-09T15:03:00Z,team-15,embedding-index,vision,2,1,48,360,402,low,completed,gpu-node-07,68,success,90,job-00463
2026-04-11T00:47:00Z,2026-04-11T01:12:00Z,2026-04-11T01:48:00Z,team-17,batch-inference,llm,2,1,48,30,36,normal,completed,gpu-node-11,25,success,60,job-00565
2026-04-14T00:02:00Z,2026-04-14T00:15:00Z,2026-04-14T02:17:00Z,team-06,finetune,llm,1,1,48,120,122,high,completed,gpu-node-10,13,success,30,job-00730
2026-04-08T17:24:00Z,2026-04-08T17:37:00Z,2026-04-08T20:54:00Z,team-12,finetune,embedding,4,1,48,240,197,high,completed,gpu-node-08,13,success,30,job-00431
2026-04-07T06:59:00Z,2026-04-07T07:33:00Z,2026-04-07T09:37:00Z,team-15,embedding-index,multimodal,2,1,48,120,124,low,completed,gpu-node-03,34,success,45,job-00349
2026-04-06T19:06:00Z,2026-04-06T19:36:00Z,2026-04-06T20:39:00Z,team-12,pretrain,multimodal,2,1,80,60,63,normal,completed,gpu-node-04,30,success,45,job-00316
2026-04-03T04:49:00Z,2026-04-03T05:15:00Z,2026-04-03T06:59:00Z,team-16,finetune,vision,2,1,80,90,104,normal,completed,gpu-node-02,26,success,45,job-00106
2026-04-02T04:44:00Z,2026-04-02T05:04:00Z,2026-04-02T12:48:00Z,team-16,evaluation,embedding,1,1,80,480,464,low,completed,gpu-node-11,20,success,90,job-00056
2026-04-13T12:00:00Z,2026-04-13T18:01:00Z,2026-04-14T07:52:00Z,team-06,pretrain,embedding,32,4,48,720,831,low,completed,gpu-node-09|gpu-node-05|gpu-node-02|gpu-node-03,361,success,90,job-00691
2026-04-09T21:57:00Z,2026-04-09T22:53:00Z,2026-04-10T07:21:00Z,team-08,finetune,multimodal,4,1,40,480,508,normal,completed,gpu-node-07,56,success,90,job-00509
2026-04-14T08:08:00Z,2026-04-14T08:54:00Z,2026-04-14T11:42:00Z,team-04,embedding-index,llm,4,1,80,180,168,normal,completed,gpu-node-08,46,success,90,job-00745
2026-04-07T14:43:00Z,2026-04-07T15:29:00Z,2026-04-07T19:22:00Z,team-09,finetune,vision,2,1,40,240,233,normal,completed,gpu-node-05,46,success,30,job-00375
2026-04-13T06:37:00Z,2026-04-13T07:28:00Z,2026-04-13T17:43:00Z,team-04,rlhf-batch,embedding,2,1,48,480,615,normal,completed,gpu-node-01,51,success,90,job-00673
2026-04-08T20:14:00Z,2026-04-08T22:09:00Z,2026-04-09T02:38:00Z,team-10,pretrain,llm,8,1,80,240,269,low,completed,gpu-node-02,115,success,30,job-00439
2026-04-05T05:05:00Z,2026-04-05T05:27:00Z,2026-04-05T05:52:00Z,team-10,evaluation,embedding,2,1,40,30,25,low,completed,gpu-node-07,22,success,30,job-00234
2026-04-13T08:04:00Z,2026-04-13T08:59:00Z,2026-04-13T10:31:00Z,team-05,pretrain,vision,8,1,80,90,92,normal,completed,gpu-node-07,55,success,45,job-00676
2026-04-13T09:44:00Z,2026-04-13T12:58:00Z,2026-04-13T13:54:00Z,team-15,finetune,llm,16,2,48,60,56,low,failed,gpu-node-07|gpu-node-05,194,user_code_error,45,job-00683
2026-04-08T05:58:00Z,2026-04-08T08:13:00Z,2026-04-08T15:10:00Z,team-19,batch-inference,llm,16,2,48,480,417,normal,completed,gpu-node-06|gpu-node-08,135,success,45,job-00410
2026-04-03T18:33:00Z,2026-04-03T19:35:00Z,2026-04-03T20:17:00Z,team-01,finetune,multimodal,1,1,48,30,42,low,completed,gpu-node-12,62,success,30,job-00127
2026-04-09T16:23:00Z,2026-04-09T17:36:00Z,2026-04-09T18:24:00Z,team-19,rlhf-batch,vision,2,1,40,45,48,normal,completed,gpu-node-01,73,success,30,job-00495
2026-04-06T23:39:00Z,2026-04-07T00:07:00Z,2026-04-07T00:40:00Z,team-07,finetune,multimodal,2,1,40,30,33,normal,completed,gpu-node-12,28,success,30,job-00331
2026-04-07T05:34:00Z,2026-04-07T06:50:00Z,2026-04-07T21:36:00Z,team-11,pretrain,embedding,8,1,80,720,886,normal,failed,gpu-node-06,76,cuda_out_of_memory,45,job-00347
2026-04-14T13:11:00Z,2026-04-14T13:30:00Z,2026-04-14T20:21:00Z,team-14,embedding-index,multimodal,4,1,40,480,411,high,completed,gpu-node-02,19,success,45,job-00752
2026-04-11T01:56:00Z,2026-04-11T08:17:00Z,2026-04-11T09:04:00Z,team-23,pretrain,embedding,32,4,48,60,47,low,completed,gpu-node-08|gpu-node-04|gpu-node-01|gpu-node-09,381,success,30,job-00569
2026-04-08T18:11:00Z,2026-04-08T18:27:00Z,2026-04-08T20:24:00Z,team-14,finetune,embedding,1,1,40,120,117,high,completed,gpu-node-01,16,success,30,job-00432
2026-04-05T11:55:00Z,2026-04-05T12:52:00Z,2026-04-05T13:40:00Z,team-04,evaluation,vision,1,1,80,45,48,normal,completed,gpu-node-05,57,success,45,job-00247
2026-04-09T18:59:00Z,2026-04-09T23:12:00Z,2026-04-10T03:55:00Z,team-11,finetune,embedding,32,4,48,360,283,normal,completed,gpu-node-05|gpu-node-01|gpu-node-06|gpu-node-04,253,success,30,job-00501
2026-04-09T02:24:00Z,2026-04-09T03:31:00Z,2026-04-09T08:38:00Z,team-02,embedding-index,llm,8,1,40,360,307,normal,completed,gpu-node-03,67,success,90,job-00449
2026-04-12T21:10:00Z,2026-04-12T21:52:00Z,2026-04-12T23:24:00Z,team-08,finetune,embedding,1,1,80,90,92,low,completed,gpu-node-08,42,success,60,job-00651
2026-04-13T09:52:00Z,2026-04-13T11:04:00Z,2026-04-13T18:22:00Z,team-16,finetune,multimodal,1,1,48,480,438,low,completed,gpu-node-07,72,success,90,job-00684
2026-04-13T04:10:00Z,2026-04-13T04:29:00Z,2026-04-13T05:23:00Z,team-17,finetune,embedding,1,1,40,45,54,normal,completed,gpu-node-04,19,success,60,job-00666
2026-04-07T00:02:00Z,2026-04-07T00:59:00Z,2026-04-07T01:49:00Z,team-03,evaluation,multimodal,2,1,80,60,50,low,failed,gpu-node-05,57,user_code_error,90,job-00332
2026-04-06T14:36:00Z,2026-04-06T16:25:00Z,2026-04-06T18:49:00Z,team-22,evaluation,multimodal,4,1,40,120,144,low,completed,gpu-node-02,109,success,60,job-00301
2026-04-13T23:03:00Z,2026-04-13T23:12:00Z,2026-04-14T01:17:00Z,team-11,pretrain,vision,1,1,40,90,125,normal,completed,gpu-node-06,9,success,90,job-00728
2026-04-12T21:46:00Z,2026-04-12T23:29:00Z,2026-04-13T00:23:00Z,team-07,batch-inference,vision,8,1,80,90,54,low,completed,gpu-node-09,103,success,90,job-00655
2026-04-07T17:08:00Z,2026-04-07T17:47:00Z,2026-04-07T18:59:00Z,team-09,finetune,vision,2,1,48,60,72,normal,completed,gpu-node-11,39,success,30,job-00379
2026-04-03T00:53:00Z,2026-04-03T02:55:00Z,2026-04-03T15:39:00Z,team-10,evaluation,llm,16,2,80,720,764,normal,completed,gpu-node-02|gpu-node-04,122,success,60,job-00098
